grid,position,points,year,name_circuits,driverRef,dob,name_constructors,status,regulamento,fastestLapTime,fastestLapSpeed,q1,q2,q3
14,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,verstappen,1972-03-04,Footwork,Hydraulics,1995-1997,0.0,0.0,86890.0,0.0,0.0
12,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,brundle,1959-06-01,Jordan,Spun off,1995-1997,0.0,0.0,86890.0,0.0,0.0
10,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,frentzen,1967-05-18,Sauber,Brakes,1995-1997,0.0,0.0,86890.0,0.0,0.0
19,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,fisichella,1973-01-14,Minardi,Engine,1995-1997,0.0,0.0,86890.0,0.0,0.0
15,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,herbert,1964-06-25,Sauber,Electrical,1995-1997,0.0,0.0,86890.0,0.0,0.0
8,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,salo,1966-11-30,Tyrrell,Engine,1995-1997,0.0,0.0,86890.0,0.0,0.0
22,-1,0.0,1996,Autodromo Enzo e Dino Ferrari,montermini,1964-05-30,Forti,107% Rule,1995-1997,0.0,0.0,86890.0,0.0,0.0
14,1,25.0,1996,Circuit de Monaco,panis,1966-09-02,Ligier,Finished,1995-1997,0.0,0.0,80356.0,0.0,0.0
5,2,18.0,1996,Circuit de Monaco,coulthard,1971-03-27,McLaren,Finished,1995-1997,0.0,0.0,80356.0,0.0,0.0
13,3,15.0,1996,Circuit de Monaco,herbert,1964-06-25,Sauber,Finished,1995-1997,0.0,0.0,80356.0,0.0,0.0
9,4,12.0,1996,Circuit de Monaco,frentzen,1967-05-18,Sauber,Withdrew,1995-1997,0.0,0.0,80356.0,0.0,0.0
11,5,10.0,1996,Circuit de Monaco,salo,1966-11-30,Tyrrell,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
8,6,8.0,1996,Circuit de Monaco,hakkinen,1968-09-28,McLaren,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
7,7,6.0,1996,Circuit de Monaco,irvine,1965-11-10,Ferrari,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
10,-1,0.0,1996,Circuit de Monaco,villeneuve,1971-04-09,Williams,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
3,-1,0.0,1996,Circuit de Monaco,alesi,1964-06-11,Benetton,Suspension,1995-1997,0.0,0.0,80356.0,0.0,0.0
21,-1,0.0,1996,Circuit de Monaco,badoer,1971-01-25,Forti,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
2,-1,0.0,1996,Circuit de Monaco,damon_hill,1960-09-17,Williams,Engine,1995-1997,0.0,0.0,80356.0,0.0,0.0
16,-1,0.0,1996,Circuit de Monaco,brundle,1959-06-01,Jordan,Spun off,1995-1997,0.0,0.0,80356.0,0.0,0.0
4,-1,0.0,1996,Circuit de Monaco,berger,1959-08-27,Benetton,Gearbox,1995-1997,0.0,0.0,80356.0,0.0,0.0
17,-1,0.0,1996,Circuit de Monaco,diniz,1970-05-22,Ligier,Transmission,1995-1997,0.0,0.0,80356.0,0.0,0.0
20,-1,0.0,1996,Circuit de Monaco,rosset,1968-07-27,Footwork,Spun off,1995-1997,0.0,0.0,80356.0,0.0,0.0
15,-1,0.0,1996,Circuit de Monaco,katayama,1963-05-29,Tyrrell,Spun off,1995-1997,0.0,0.0,80356.0,0.0,0.0
1,-1,0.0,1996,Circuit de Monaco,michael_schumacher,1969-01-03,Ferrari,Spun off,1995-1997,0.0,0.0,80356.0,0.0,0.0
6,-1,0.0,1996,Circuit de Monaco,barrichello,1972-05-23,Jordan,Spun off,1995-1997,0.0,0.0,80356.0,0.0,0.0
19,-1,0.0,1996,Circuit de Monaco,lamy,1972-03-20,Minardi,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
18,-1,0.0,1996,Circuit de Monaco,fisichella,1973-01-14,Minardi,Collision,1995-1997,0.0,0.0,80356.0,0.0,0.0
12,-1,0.0,1996,Circuit de Monaco,verstappen,1972-03-04,Footwork,Spun off,1995-1997,0.0,0.0,80356.0,0.0,0.0
22,-1,0.0,1996,Circuit de Monaco,montermini,1964-05-30,Forti,Injury,1995-1997,0.0,0.0,80356.0,0.0,0.0
3,1,25.0,1996,Circuit de Barcelona-Catalunya,michael_schumacher,1969-01-03,Ferrari,Finished,1995-1997,0.0,0.0,80650.0,0.0,0.0
4,2,18.0,1996,Circuit de Barcelona-Catalunya,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,80650.0,0.0,0.0
2,3,15.0,1996,Circuit de Barcelona-Catalunya,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,80650.0,0.0,0.0
11,4,12.0,1996,Circuit de Barcelona-Catalunya,frentzen,1967-05-18,Sauber,+1 Lap,1995-1997,0.0,0.0,80650.0,0.0,0.0
10,5,10.0,1996,Circuit de Barcelona-Catalunya,hakkinen,1968-09-28,McLaren,+1 Lap,1995-1997,0.0,0.0,80650.0,0.0,0.0
17,6,8.0,1996,Circuit de Barcelona-Catalunya,diniz,1970-05-22,Ligier,+2 Laps,1995-1997,0.0,0.0,80650.0,0.0,0.0
13,-1,0.0,1996,Circuit de Barcelona-Catalunya,verstappen,1972-03-04,Footwork,Spun off,1995-1997,0.0,0.0,80650.0,0.0,0.0
7,-1,0.0,1996,Circuit de Barcelona-Catalunya,barrichello,1972-05-23,Jordan,Differential,1995-1997,0.0,0.0,80650.0,0.0,0.0
5,-1,0.0,1996,Circuit de Barcelona-Catalunya,berger,1959-08-27,Benetton,Spun off,1995-1997,0.0,0.0,80650.0,0.0,0.0
9,-1,0.0,1996,Circuit de Barcelona-Catalunya,herbert,1964-06-25,Sauber,Spun off,1995-1997,0.0,0.0,80650.0,0.0,0.0
15,-1,0.0,1996,Circuit de Barcelona-Catalunya,brundle,1959-06-01,Jordan,Differential,1995-1997,0.0,0.0,80650.0,0.0,0.0
12,-1,0.0,1996,Circuit de Barcelona-Catalunya,salo,1966-11-30,Tyrrell,Disqualified,1995-1997,0.0,0.0,80650.0,0.0,0.0
1,-1,0.0,1996,Circuit de Barcelona-Catalunya,damon_hill,1960-09-17,Williams,Spun off,1995-1997,0.0,0.0,80650.0,0.0,0.0
16,-1,0.0,1996,Circuit de Barcelona-Catalunya,katayama,1963-05-29,Tyrrell,Electrical,1995-1997,0.0,0.0,80650.0,0.0,0.0
6,-1,0.0,1996,Circuit de Barcelona-Catalunya,irvine,1965-11-10,Ferrari,Spun off,1995-1997,0.0,0.0,80650.0,0.0,0.0
8,-1,0.0,1996,Circuit de Barcelona-Catalunya,panis,1966-09-02,Ligier,Collision,1995-1997,0.0,0.0,80650.0,0.0,0.0
19,-1,0.0,1996,Circuit de Barcelona-Catalunya,fisichella,1973-01-14,Minardi,Collision,1995-1997,0.0,0.0,80650.0,0.0,0.0
14,-1,0.0,1996,Circuit de Barcelona-Catalunya,coulthard,1971-03-27,McLaren,Collision,1995-1997,0.0,0.0,80650.0,0.0,0.0
20,-1,0.0,1996,Circuit de Barcelona-Catalunya,rosset,1968-07-27,Footwork,Collision,1995-1997,0.0,0.0,80650.0,0.0,0.0
18,-1,0.0,1996,Circuit de Barcelona-Catalunya,lamy,1972-03-20,Minardi,Collision,1995-1997,0.0,0.0,80650.0,0.0,0.0
21,-1,0.0,1996,Circuit de Barcelona-Catalunya,badoer,1971-01-25,Forti,107% Rule,1995-1997,0.0,0.0,80650.0,0.0,0.0
22,-1,0.0,1996,Circuit de Barcelona-Catalunya,montermini,1964-05-30,Forti,107% Rule,1995-1997,0.0,0.0,80650.0,0.0,0.0
1,1,25.0,1996,Circuit Gilles Villeneuve,damon_hill,1960-09-17,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
2,2,18.0,1996,Circuit Gilles Villeneuve,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
4,3,15.0,1996,Circuit Gilles Villeneuve,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
10,4,12.0,1996,Circuit Gilles Villeneuve,coulthard,1971-03-27,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
6,5,10.0,1996,Circuit Gilles Villeneuve,hakkinen,1968-09-28,McLaren,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
9,6,8.0,1996,Circuit Gilles Villeneuve,brundle,1959-06-01,Jordan,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
15,7,6.0,1996,Circuit Gilles Villeneuve,herbert,1964-06-25,Sauber,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
16,8,4.0,1996,Circuit Gilles Villeneuve,fisichella,1973-01-14,Minardi,+2 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1996,Circuit Gilles Villeneuve,lamy,1972-03-20,Minardi,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1996,Circuit Gilles Villeneuve,badoer,1971-01-25,Forti,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1996,Circuit Gilles Villeneuve,berger,1959-08-27,Benetton,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1996,Circuit Gilles Villeneuve,michael_schumacher,1969-01-03,Ferrari,Halfshaft,1995-1997,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1996,Circuit Gilles Villeneuve,panis,1966-09-02,Ligier,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1996,Circuit Gilles Villeneuve,salo,1966-11-30,Tyrrell,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
18,-1,0.0,1996,Circuit Gilles Villeneuve,diniz,1970-05-22,Ligier,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1996,Circuit Gilles Villeneuve,barrichello,1972-05-23,Jordan,Clutch,1995-1997,0.0,0.0,0.0,0.0,0.0
22,-1,0.0,1996,Circuit Gilles Villeneuve,montermini,1964-05-30,Forti,Electrical,1995-1997,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1996,Circuit Gilles Villeneuve,frentzen,1967-05-18,Sauber,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
13,-1,0.0,1996,Circuit Gilles Villeneuve,verstappen,1972-03-04,Footwork,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
21,-1,0.0,1996,Circuit Gilles Villeneuve,rosset,1968-07-27,Footwork,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1996,Circuit Gilles Villeneuve,katayama,1963-05-29,Tyrrell,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1996,Circuit Gilles Villeneuve,irvine,1965-11-10,Ferrari,Suspension,1995-1997,0.0,0.0,0.0,0.0,0.0
2,1,25.0,1996,Circuit de Nevers Magny-Cours,damon_hill,1960-09-17,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
6,2,18.0,1996,Circuit de Nevers Magny-Cours,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
3,3,15.0,1996,Circuit de Nevers Magny-Cours,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
4,4,12.0,1996,Circuit de Nevers Magny-Cours,berger,1959-08-27,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
5,5,10.0,1996,Circuit de Nevers Magny-Cours,hakkinen,1968-09-28,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
7,6,8.0,1996,Circuit de Nevers Magny-Cours,coulthard,1971-03-27,McLaren,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
9,7,6.0,1996,Circuit de Nevers Magny-Cours,panis,1966-09-02,Ligier,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
8,8,4.0,1996,Circuit de Nevers Magny-Cours,brundle,1959-06-01,Jordan,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
10,9,2.0,1996,Circuit de Nevers Magny-Cours,barrichello,1972-05-23,Jordan,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
13,10,1.0,1996,Circuit de Nevers Magny-Cours,salo,1966-11-30,Tyrrell,+2 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
19,11,0.0,1996,Circuit de Nevers Magny-Cours,rosset,1968-07-27,Footwork,+3 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
18,12,0.0,1996,Circuit de Nevers Magny-Cours,lamy,1972-03-20,Minardi,+3 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1996,Circuit de Nevers Magny-Cours,herbert,1964-06-25,Sauber,Disqualified,1995-1997,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1996,Circuit de Nevers Magny-Cours,frentzen,1967-05-18,Sauber,Throttle,1995-1997,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1996,Circuit de Nevers Magny-Cours,katayama,1963-05-29,Tyrrell,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1996,Circuit de Nevers Magny-Cours,badoer,1971-01-25,Forti,Fuel system,1995-1997,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1996,Circuit de Nevers Magny-Cours,diniz,1970-05-22,Ligier,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1996,Circuit de Nevers Magny-Cours,verstappen,1972-03-04,Footwork,Steering,1995-1997,0.0,0.0,0.0,0.0,0.0
22,-1,0.0,1996,Circuit de Nevers Magny-Cours,irvine,1965-11-10,Ferrari,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1996,Circuit de Nevers Magny-Cours,fisichella,1973-01-14,Minardi,Fuel pump,1995-1997,0.0,0.0,0.0,0.0,0.0
21,-1,0.0,1996,Circuit de Nevers Magny-Cours,montermini,1964-05-30,Forti,Electrical,1995-1997,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1996,Circuit de Nevers Magny-Cours,michael_schumacher,1969-01-03,Ferrari,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
2,1,25.0,1996,Silverstone Circuit,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
7,2,18.0,1996,Silverstone Circuit,berger,1959-08-27,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
4,3,15.0,1996,Silverstone Circuit,hakkinen,1968-09-28,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
6,4,12.0,1996,Silverstone Circuit,barrichello,1972-05-23,Jordan,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
9,5,10.0,1996,Silverstone Circuit,coulthard,1971-03-27,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
8,6,8.0,1996,Silverstone Circuit,brundle,1959-06-01,Jordan,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
14,7,6.0,1996,Silverstone Circuit,salo,1966-11-30,Tyrrell,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
11,8,4.0,1996,Silverstone Circuit,frentzen,1967-05-18,Sauber,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
13,9,2.0,1996,Silverstone Circuit,herbert,1964-06-25,Sauber,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
15,10,1.0,1996,Silverstone Circuit,verstappen,1972-03-04,Footwork,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
18,11,0.0,1996,Silverstone Circuit,fisichella,1973-01-14,Minardi,+2 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1996,Silverstone Circuit,alesi,1964-06-11,Benetton,Brakes,1995-1997,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1996,Silverstone Circuit,panis,1966-09-02,Ligier,Handling,1995-1997,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1996,Silverstone Circuit,diniz,1970-05-22,Ligier,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1996,Silverstone Circuit,damon_hill,1960-09-17,Williams,Wheel,1995-1997,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1996,Silverstone Circuit,lamy,1972-03-20,Minardi,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1996,Silverstone Circuit,rosset,1968-07-27,Footwork,Electrical,1995-1997,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1996,Silverstone Circuit,katayama,1963-05-29,Tyrrell,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1996,Silverstone Circuit,irvine,1965-11-10,Ferrari,Differential,1995-1997,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1996,Silverstone Circuit,michael_schumacher,1969-01-03,Ferrari,Hydraulics,1995-1997,0.0,0.0,0.0,0.0,0.0
21,-1,0.0,1996,Silverstone Circuit,montermini,1964-05-30,Forti,Did not qualify,1995-1997,0.0,0.0,0.0,0.0,0.0
22,-1,0.0,1996,Silverstone Circuit,badoer,1971-01-25,Forti,Did not qualify,1995-1997,0.0,0.0,0.0,0.0,0.0
1,1,25.0,1996,Hockenheimring,damon_hill,1960-09-17,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
5,2,18.0,1996,Hockenheimring,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
6,3,15.0,1996,Hockenheimring,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
3,4,12.0,1996,Hockenheimring,michael_schumacher,1969-01-03,Ferrari,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
7,5,10.0,1996,Hockenheimring,coulthard,1971-03-27,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
9,6,8.0,1996,Hockenheimring,barrichello,1972-05-23,Jordan,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
12,7,6.0,1996,Hockenheimring,panis,1966-09-02,Ligier,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
13,8,4.0,1996,Hockenheimring,frentzen,1967-05-18,Sauber,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
15,9,2.0,1996,Hockenheimring,salo,1966-11-30,Tyrrell,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
10,10,1.0,1996,Hockenheimring,brundle,1959-06-01,Jordan,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
19,11,0.0,1996,Hockenheimring,rosset,1968-07-27,Footwork,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
18,12,0.0,1996,Hockenheimring,lamy,1972-03-20,Minardi,+2 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
2,13,0.0,1996,Hockenheimring,berger,1959-08-27,Benetton,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1996,Hockenheimring,irvine,1965-11-10,Ferrari,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1996,Hockenheimring,herbert,1964-06-25,Sauber,Vibrations,1995-1997,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1996,Hockenheimring,diniz,1970-05-22,Ligier,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1996,Hockenheimring,katayama,1963-05-29,Tyrrell,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1996,Hockenheimring,hakkinen,1968-09-28,McLaren,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1996,Hockenheimring,verstappen,1972-03-04,Footwork,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1996,Hockenheimring,lavaggi,1958-02-18,Minardi,Did not qualify,1995-1997,0.0,0.0,0.0,0.0,0.0
3,1,25.0,1996,Hungaroring,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
2,2,18.0,1996,Hungaroring,damon_hill,1960-09-17,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
5,3,15.0,1996,Hungaroring,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
7,4,12.0,1996,Hungaroring,hakkinen,1968-09-28,McLaren,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
11,5,10.0,1996,Hungaroring,panis,1966-09-02,Ligier,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
13,6,8.0,1996,Hungaroring,barrichello,1972-05-23,Jordan,+2 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
14,7,6.0,1996,Hungaroring,katayama,1963-05-29,Tyrrell,+3 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
18,8,4.0,1996,Hungaroring,rosset,1968-07-27,Footwork,+3 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
1,9,2.0,1996,Hungaroring,michael_schumacher,1969-01-03,Ferrari,Throttle,1995-1997,0.0,0.0,0.0,0.0,0.0
20,10,1.0,1996,Hungaroring,lavaggi,1958-02-18,Minardi,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
6,-1,0.0,1996,Hungaroring,berger,1959-08-27,Benetton,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1996,Hungaroring,frentzen,1967-05-18,Sauber,Electrical,1995-1997,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1996,Hungaroring,herbert,1964-06-25,Sauber,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1996,Hungaroring,irvine,1965-11-10,Ferrari,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1996,Hungaroring,lamy,1972-03-20,Minardi,Suspension,1995-1997,0.0,0.0,0.0,0.0,0.0
9,-1,0.0,1996,Hungaroring,coulthard,1971-03-27,McLaren,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1996,Hungaroring,verstappen,1972-03-04,Footwork,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1996,Hungaroring,brundle,1959-06-01,Jordan,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1996,Hungaroring,diniz,1970-05-22,Ligier,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1996,Hungaroring,salo,1966-11-30,Tyrrell,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
3,1,25.0,1996,Circuit de Spa-Francorchamps,michael_schumacher,1969-01-03,Ferrari,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
1,2,18.0,1996,Circuit de Spa-Francorchamps,villeneuve,1971-04-09,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
6,3,15.0,1996,Circuit de Spa-Francorchamps,hakkinen,1968-09-28,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
7,4,12.0,1996,Circuit de Spa-Francorchamps,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
2,5,10.0,1996,Circuit de Spa-Francorchamps,damon_hill,1960-09-17,Williams,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
5,6,8.0,1996,Circuit de Spa-Francorchamps,berger,1959-08-27,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
13,7,6.0,1996,Circuit de Spa-Francorchamps,salo,1966-11-30,Tyrrell,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
17,8,4.0,1996,Circuit de Spa-Francorchamps,katayama,1963-05-29,Tyrrell,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
18,9,2.0,1996,Circuit de Spa-Francorchamps,rosset,1968-07-27,Footwork,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
19,10,1.0,1996,Circuit de Spa-Francorchamps,lamy,1972-03-20,Minardi,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1996,Circuit de Spa-Francorchamps,coulthard,1971-03-27,McLaren,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1996,Circuit de Spa-Francorchamps,brundle,1959-06-01,Jordan,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
9,-1,0.0,1996,Circuit de Spa-Francorchamps,irvine,1965-11-10,Ferrari,Gearbox,1995-1997,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1996,Circuit de Spa-Francorchamps,barrichello,1972-05-23,Jordan,Suspension,1995-1997,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1996,Circuit de Spa-Francorchamps,diniz,1970-05-22,Ligier,Electrical,1995-1997,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1996,Circuit de Spa-Francorchamps,verstappen,1972-03-04,Footwork,Accident,1995-1997,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1996,Circuit de Spa-Francorchamps,frentzen,1967-05-18,Sauber,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1996,Circuit de Spa-Francorchamps,herbert,1964-06-25,Sauber,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1996,Circuit de Spa-Francorchamps,panis,1966-09-02,Ligier,Collision,1995-1997,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1996,Circuit de Spa-Francorchamps,lavaggi,1958-02-18,Minardi,Did not qualify,1995-1997,0.0,0.0,0.0,0.0,0.0
3,1,25.0,1996,Autodromo Nazionale di Monza,michael_schumacher,1969-01-03,Ferrari,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
6,2,18.0,1996,Autodromo Nazionale di Monza,alesi,1964-06-11,Benetton,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
4,3,15.0,1996,Autodromo Nazionale di Monza,hakkinen,1968-09-28,McLaren,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
9,4,12.0,1996,Autodromo Nazionale di Monza,brundle,1959-06-01,Jordan,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
10,5,10.0,1996,Autodromo Nazionale di Monza,barrichello,1972-05-23,Jordan,Finished,1995-1997,0.0,0.0,0.0,0.0,0.0
14,6,8.0,1996,Autodromo Nazionale di Monza,diniz,1970-05-22,Ligier,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
2,7,6.0,1996,Autodromo Nazionale di Monza,villeneuve,1971-04-09,Williams,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
15,8,4.0,1996,Autodromo Nazionale di Monza,verstappen,1972-03-04,Footwork,+1 Lap,1995-1997,0.0,0.0,0.0,0.0,0.0
12,9,2.0,1996,Autodromo Nazionale di Monza,herbert,1964-06-25,Sauber,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
16,10,1.0,1996,Autodromo Nazionale di Monza,katayama,1963-05-29,Tyrrell,+2 Laps,1995-1997,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1996,Autodromo Nazionale di Monza,rosset,1968-07-27,Footwork,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1996,Autodromo Nazionale di Monza,irvine,1965-11-10,Ferrari,Spun off,1995-1997,0.0,0.0,0.0,0.0,0.0
18,-1,0.0,1996,Autodromo Nazionale di Monza,lamy,1972-03-20,Minardi,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1996,Autodromo Nazionale di Monza,salo,1966-11-30,Tyrrell,Engine,1995-1997,0.0,0.0,0.0,0.0,0.0
